"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LVA","GGEXP","TOT","PC_GDP","A","2009",45.0715599698695,
"LVA","GGEXP","TOT","PC_GDP","A","2010",45.8276159084652,
"LVA","GGEXP","TOT","PC_GDP","A","2011",42.2796379650918,
"LVA","GGEXP","TOT","PC_GDP","A","2012",38.8109533395471,
"LVA","GGEXP","TOT","PC_GDP","A","2013",38.5330174807607,
"LVA","GGEXP","TOT","PC_GDP","A","2014",38.9227421782338,
"LVA","GGEXP","TOT","PC_GDP","A","2015",38.6365021895134,
"LVA","GGEXP","TOT","PC_GDP","A","2016",37.4921702943055,
"LVA","GGEXP","TOT","PC_GDP","A","2017",38.6715926178623,
"LVA","GGEXP","TOT","PC_GDP","A","2018",39.3836347099476,
"LVA","GGEXP","TOT","PC_GDP","A","2019",38.150250768898,
"LVA","GGEXP","TOT","PC_GDP","A","2020",42.1524428315862,
"LVA","GGEXP","TOT","PC_GDP","A","2021",43.9643966200994,
"COL","GGEXP","TOT","PC_GDP","A","2009",30.1136023797087,
"COL","GGEXP","TOT","PC_GDP","A","2010",29.5101643201118,
"COL","GGEXP","TOT","PC_GDP","A","2011",29.2554557746643,
"COL","GGEXP","TOT","PC_GDP","A","2012",30.3599212011277,
"COL","GGEXP","TOT","PC_GDP","A","2013",31.4417029714617,
"COL","GGEXP","TOT","PC_GDP","A","2014",31.7004914124076,
"COL","GGEXP","TOT","PC_GDP","A","2015",31.8027270061092,
"COL","GGEXP","TOT","PC_GDP","A","2016",31.6412011363978,
"COL","GGEXP","TOT","PC_GDP","A","2017",31.7975253973238,
"COL","GGEXP","TOT","PC_GDP","A","2018",33.5157943330117,
"COL","GGEXP","TOT","PC_GDP","A","2019",33.0224098831396,
"COL","GGEXP","TOT","PC_GDP","A","2020",37.2100660946673,
"CRI","GGEXP","TOT","PC_GDP","A","2012",30.7553237146466,
"CRI","GGEXP","TOT","PC_GDP","A","2013",32.0180738467795,
"CRI","GGEXP","TOT","PC_GDP","A","2014",31.8548449948459,
"CRI","GGEXP","TOT","PC_GDP","A","2015",31.9262710917054,
"CRI","GGEXP","TOT","PC_GDP","A","2016",32.424541984538,
"CRI","GGEXP","TOT","PC_GDP","A","2017",32.8068999391684,
"CRI","GGEXP","TOT","PC_GDP","A","2018",33.1759322261334,
"CRI","GGEXP","TOT","PC_GDP","A","2019",34.2720764587726,
"LTU","GGEXP","TOT","PC_GDP","A","1995",34.5948033808219,
"LTU","GGEXP","TOT","PC_GDP","A","1996",36.568585986845,
"LTU","GGEXP","TOT","PC_GDP","A","1997",50.2781220581029,
"LTU","GGEXP","TOT","PC_GDP","A","1998",41.1826556325908,
"LTU","GGEXP","TOT","PC_GDP","A","1999",40.8471516394483,
"LTU","GGEXP","TOT","PC_GDP","A","2000",39.4440177586326,
"LTU","GGEXP","TOT","PC_GDP","A","2001",37.1372272969392,
"LTU","GGEXP","TOT","PC_GDP","A","2002",35.1928138516055,
"LTU","GGEXP","TOT","PC_GDP","A","2003",33.6159834623463,
"LTU","GGEXP","TOT","PC_GDP","A","2004",34.0696645460701,
"LTU","GGEXP","TOT","PC_GDP","A","2005",34.1154259585651,
"LTU","GGEXP","TOT","PC_GDP","A","2006",34.3474415010378,
"LTU","GGEXP","TOT","PC_GDP","A","2007",35.2915538745892,
"LTU","GGEXP","TOT","PC_GDP","A","2008",38.1331740317512,
"LTU","GGEXP","TOT","PC_GDP","A","2009",44.9514201392417,
"LTU","GGEXP","TOT","PC_GDP","A","2010",42.3823593540043,
"LTU","GGEXP","TOT","PC_GDP","A","2011",42.5315272592973,
"LTU","GGEXP","TOT","PC_GDP","A","2012",36.1820746084978,
"LTU","GGEXP","TOT","PC_GDP","A","2013",35.5600837742307,
"LTU","GGEXP","TOT","PC_GDP","A","2014",34.7457751825048,
"LTU","GGEXP","TOT","PC_GDP","A","2015",35.1660046743496,
"LTU","GGEXP","TOT","PC_GDP","A","2016",34.238768641114,
"LTU","GGEXP","TOT","PC_GDP","A","2017",33.2279099970901,
"LTU","GGEXP","TOT","PC_GDP","A","2018",34.0062246796338,
"LTU","GGEXP","TOT","PC_GDP","A","2019",34.7381864646641,
"LTU","GGEXP","TOT","PC_GDP","A","2020",42.6771921468714,
"LTU","GGEXP","TOT","PC_GDP","A","2021",37.5000122202973,
